File,2.csv,
1600.774400,2.2910E-004,1600.774400,1.3010E-004,1600.774400,8.3080E-005,1600.774400,4.8990E-005,1600.774400,2.7576E000
1600.790880,2.2980E-004,1600.790880,1.3050E-004,1600.790880,8.3490E-005,1600.790880,4.9300E-005,1600.790880,2.7524E000
1600.807360,2.3040E-004,1600.807360,1.3060E-004,1600.807360,8.3610E-005,1600.807360,4.9320E-005,1600.807360,2.7557E000
1600.823840,2.2910E-004,1600.823840,1.2970E-004,1600.823840,8.3060E-005,1600.823840,4.9150E-005,1600.823840,2.7582E000
1600.840320,2.2790E-004,1600.840320,1.2890E-004,1600.840320,8.2730E-005,1600.840320,4.8720E-005,1600.840320,2.7547E000
1600.856800,2.2650E-004,1600.856800,1.2860E-004,1600.856800,8.2320E-005,1600.856800,4.8350E-005,1600.856800,2.7515E000
1600.873280,2.2500E-004,1600.873280,1.2750E-004,1600.873280,8.1850E-005,1600.873280,4.8190E-005,1600.873280,2.7489E000
1600.889760,2.2380E-004,1600.889760,1.2700E-004,1600.889760,8.1380E-005,1600.889760,4.7920E-005,1600.889760,2.7501E000
1600.906240,2.2420E-004,1600.906240,1.2710E-004,1600.906240,8.1170E-005,1600.906240,4.7910E-005,1600.906240,2.7621E000
1600.922720,2.2440E-004,1600.922720,1.2730E-004,1600.922720,8.1210E-005,1600.922720,4.8010E-005,1600.922720,2.7632E000
1600.939200,2.2530E-004,1600.939200,1.2750E-004,1600.939200,8.1770E-005,1600.939200,4.8200E-005,1600.939200,2.7553E000
1600.955680,2.2690E-004,1600.955680,1.2850E-004,1600.955680,8.2260E-005,1600.955680,4.8400E-005,1600.955680,2.7583E000
1600.972160,2.2730E-004,1600.972160,1.2900E-004,1600.972160,8.2940E-005,1600.972160,4.8550E-005,1600.972160,2.7405E000
1600.988640,2.2810E-004,1600.988640,1.2960E-004,1600.988640,8.3100E-005,1600.988640,4.8790E-005,1600.988640,2.7449E000
1601.005120,2.2810E-004,1601.005120,1.2930E-004,1601.005120,8.2980E-005,1601.005120,4.8810E-005,1601.005120,2.7489E000
1601.021600,2.2690E-004,1601.021600,1.2840E-004,1601.021600,8.2670E-005,1601.021600,4.8520E-005,1601.021600,2.7446E000
1601.038080,2.2550E-004,1601.038080,1.2800E-004,1601.038080,8.2300E-005,1601.038080,4.8360E-005,1601.038080,2.7400E000
1601.054560,2.2510E-004,1601.054560,1.2730E-004,1601.054560,8.1910E-005,1601.054560,4.8050E-005,1601.054560,2.7481E000
1601.071040,2.2340E-004,1601.071040,1.2690E-004,1601.071040,8.1540E-005,1601.071040,4.7850E-005,1601.071040,2.7398E000
1601.087520,2.2340E-004,1601.087520,1.2640E-004,1601.087520,8.1110E-005,1601.087520,4.7720E-005,1601.087520,2.7543E000
1601.104000,2.2380E-004,1601.104000,1.2640E-004,1601.104000,8.1050E-005,1601.104000,4.7700E-005,1601.104000,2.7613E000
1601.120480,2.2420E-004,1601.120480,1.2700E-004,1601.120480,8.1320E-005,1601.120480,4.7750E-005,1601.120480,2.7570E000
1601.136960,2.2610E-004,1601.136960,1.2780E-004,1601.136960,8.1970E-005,1601.136960,4.8260E-005,1601.136960,2.7583E000
1601.153440,2.2790E-004,1601.153440,1.2920E-004,1601.153440,8.2710E-005,1601.153440,4.8630E-005,1601.153440,2.7554E000
1601.169920,2.2940E-004,1601.169920,1.2970E-004,1601.169920,8.3040E-005,1601.169920,4.9000E-005,1601.169920,2.7625E000
1601.186400,2.2920E-004,1601.186400,1.2980E-004,1601.186400,8.3330E-005,1601.186400,4.8940E-005,1601.186400,2.7505E000
1601.202880,2.2850E-004,1601.202880,1.2960E-004,1601.202880,8.2830E-005,1601.202880,4.8870E-005,1601.202880,2.7587E000
1601.219360,2.2690E-004,1601.219360,1.2830E-004,1601.219360,8.2570E-005,1601.219360,4.8550E-005,1601.219360,2.7480E000
1601.235840,2.2420E-004,1601.235840,1.2700E-004,1601.235840,8.1710E-005,1601.235840,4.7970E-005,1601.235840,2.7439E000
1601.252320,2.2200E-004,1601.252320,1.2580E-004,1601.252320,8.0990E-005,1601.252320,4.7520E-005,1601.252320,2.7411E000
1601.268800,2.2120E-004,1601.268800,1.2500E-004,1601.268800,8.0310E-005,1601.268800,4.7110E-005,1601.268800,2.7543E000
1601.285280,2.2100E-004,1601.285280,1.2500E-004,1601.285280,8.0560E-005,1601.285280,4.7130E-005,1601.285280,2.7433E000
1601.301760,2.2260E-004,1601.301760,1.2550E-004,1601.301760,8.0780E-005,1601.301760,4.7170E-005,1601.301760,2.7556E000
1601.318240,2.2400E-004,1601.318240,1.2640E-004,1601.318240,8.1360E-005,1601.318240,4.7580E-005,1601.318240,2.7532E000
1601.334720,2.2630E-004,1601.334720,1.2750E-004,1601.334720,8.2050E-005,1601.334720,4.7910E-005,1601.334720,2.7581E000
1601.351200,2.2810E-004,1601.351200,1.2840E-004,1601.351200,8.2750E-005,1601.351200,4.8380E-005,1601.351200,2.7565E000
1601.367680,2.2920E-004,1601.367680,1.2930E-004,1601.367680,8.3470E-005,1601.367680,4.8670E-005,1601.367680,2.7459E000
1601.384160,2.2960E-004,1601.384160,1.2960E-004,1601.384160,8.3370E-005,1601.384160,4.8750E-005,1601.384160,2.7540E000
1601.400640,2.2940E-004,1601.400640,1.2940E-004,1601.400640,8.3370E-005,1601.400640,4.8670E-005,1601.400640,2.7516E000
1601.417120,2.2790E-004,1601.417120,1.2870E-004,1601.417120,8.2870E-005,1601.417120,4.8590E-005,1601.417120,2.7501E000
1601.433600,2.2550E-004,1601.433600,1.2730E-004,1601.433600,8.1950E-005,1601.433600,4.7810E-005,1601.433600,2.7517E000
1601.450080,2.2280E-004,1601.450080,1.2600E-004,1601.450080,8.1210E-005,1601.450080,4.7440E-005,1601.450080,2.7435E000
1601.466560,2.2140E-004,1601.466560,1.2530E-004,1601.466560,8.0530E-005,1601.466560,4.7050E-005,1601.466560,2.7493E000
1601.483040,2.2100E-004,1601.483040,1.2490E-004,1601.483040,8.0410E-005,1601.483040,4.6790E-005,1601.483040,2.7484E000
1601.499520,2.2200E-004,1601.499520,1.2550E-004,1601.499520,8.0640E-005,1601.499520,4.6970E-005,1601.499520,2.7530E000
1601.516000,2.2340E-004,1601.516000,1.2620E-004,1601.516000,8.1210E-005,1601.516000,4.7150E-005,1601.516000,2.7509E000
1601.532480,2.2530E-004,1601.532480,1.2720E-004,1601.532480,8.1950E-005,1601.532480,4.7550E-005,1601.532480,2.7492E000
1601.548960,2.2770E-004,1601.548960,1.2830E-004,1601.548960,8.2890E-005,1601.548960,4.8120E-005,1601.548960,2.7470E000
1601.565440,2.2920E-004,1601.565440,1.2920E-004,1601.565440,8.3330E-005,1601.565440,4.8260E-005,1601.565440,2.7505E000
1601.581920,2.2920E-004,1601.581920,1.2950E-004,1601.581920,8.3570E-005,1601.581920,4.8590E-005,1601.581920,2.7426E000
1601.598400,2.2860E-004,1601.598400,1.2950E-004,1601.598400,8.3490E-005,1601.598400,4.8470E-005,1601.598400,2.7381E000
1601.614880,2.2710E-004,1601.614880,1.2810E-004,1601.614880,8.2870E-005,1601.614880,4.7980E-005,1601.614880,2.7404E000
1601.631360,2.2450E-004,1601.631360,1.2660E-004,1601.631360,8.1790E-005,1601.631360,4.7460E-005,1601.631360,2.7448E000
1601.647840,2.2240E-004,1601.647840,1.2520E-004,1601.647840,8.1070E-005,1601.647840,4.6850E-005,1601.647840,2.7433E000
1601.664320,2.2140E-004,1601.664320,1.2490E-004,1601.664320,8.0550E-005,1601.664320,4.6620E-005,1601.664320,2.7486E000
1601.680800,2.2180E-004,1601.680800,1.2490E-004,1601.680800,8.0430E-005,1601.680800,4.6580E-005,1601.680800,2.7577E000
1601.697280,2.2280E-004,1601.697280,1.2540E-004,1601.697280,8.0640E-005,1601.697280,4.6620E-005,1601.697280,2.7629E000
1601.713760,2.2510E-004,1601.713760,1.2660E-004,1601.713760,8.1480E-005,1601.713760,4.6950E-005,1601.713760,2.7626E000
1601.730240,2.2690E-004,1601.730240,1.2780E-004,1601.730240,8.2300E-005,1601.730240,4.7420E-005,1601.730240,2.7570E000
1601.746720,2.2810E-004,1601.746720,1.2870E-004,1601.746720,8.2770E-005,1601.746720,4.7690E-005,1601.746720,2.7558E000
1601.763200,2.2900E-004,1601.763200,1.2890E-004,1601.763200,8.3490E-005,1601.763200,4.7910E-005,1601.763200,2.7428E000
1601.779680,2.2860E-004,1601.779680,1.2880E-004,1601.779680,8.3040E-005,1601.779680,4.8000E-005,1601.779680,2.7529E000
1601.796160,2.2670E-004,1601.796160,1.2790E-004,1601.796160,8.2650E-005,1601.796160,4.7690E-005,1601.796160,2.7429E000
1601.812640,2.2490E-004,1601.812640,1.2710E-004,1601.812640,8.2200E-005,1601.812640,4.7150E-005,1601.812640,2.7360E000
1601.829120,2.2220E-004,1601.829120,1.2550E-004,1601.829120,8.0960E-005,1601.829120,4.6560E-005,1601.829120,2.7446E000
1601.845600,2.2030E-004,1601.845600,1.2410E-004,1601.845600,8.0490E-005,1601.845600,4.6150E-005,1601.845600,2.7370E000
1601.862080,2.2010E-004,1601.862080,1.2390E-004,1601.862080,8.0160E-005,1601.862080,4.6030E-005,1601.862080,2.7458E000
1601.878560,2.2030E-004,1601.878560,1.2370E-004,1601.878560,8.0160E-005,1601.878560,4.6000E-005,1601.878560,2.7483E000
1601.895040,2.2200E-004,1601.895040,1.2510E-004,1601.895040,8.0880E-005,1601.895040,4.6130E-005,1601.895040,2.7448E000
1601.911520,2.2420E-004,1601.911520,1.2600E-004,1601.911520,8.1400E-005,1601.911520,4.6560E-005,1601.911520,2.7543E000
1601.928000,2.2630E-004,1601.928000,1.2740E-004,1601.928000,8.2090E-005,1601.928000,4.7010E-005,1601.928000,2.7567E000
1601.944480,2.2840E-004,1601.944480,1.2800E-004,1601.944480,8.2790E-005,1601.944480,4.7240E-005,1601.944480,2.7588E000
1601.960960,2.2920E-004,1601.960960,1.2870E-004,1601.960960,8.3530E-005,1601.960960,4.7490E-005,1601.960960,2.7439E000
1601.977440,2.2900E-004,1601.977440,1.2860E-004,1601.977440,8.3200E-005,1601.977440,4.7530E-005,1601.977440,2.7524E000
1601.993920,2.2690E-004,1601.993920,1.2800E-004,1601.993920,8.2790E-005,1601.993920,4.7340E-005,1601.993920,2.7407E000
1602.010400,2.2490E-004,1602.010400,1.2680E-004,1602.010400,8.1820E-005,1602.010400,4.6600E-005,1602.010400,2.7487E000
1602.026880,2.2280E-004,1602.026880,1.2540E-004,1602.026880,8.1310E-005,1602.026880,4.6380E-005,1602.026880,2.7401E000
1602.043360,2.2080E-004,1602.043360,1.2440E-004,1602.043360,8.0550E-005,1602.043360,4.5930E-005,1602.043360,2.7412E000
1602.059840,2.1970E-004,1602.059840,1.2390E-004,1602.059840,8.0160E-005,1602.059840,4.5760E-005,1602.059840,2.7408E000
1602.076320,2.1950E-004,1602.076320,1.2360E-004,1602.076320,8.0060E-005,1602.076320,4.5580E-005,1602.076320,2.7417E000
1602.092800,2.2060E-004,1602.092800,1.2410E-004,1602.092800,8.0300E-005,1602.092800,4.5580E-005,1602.092800,2.7472E000
1602.109280,2.2240E-004,1602.109280,1.2500E-004,1602.109280,8.0840E-005,1602.109280,4.5800E-005,1602.109280,2.7511E000
1602.125760,2.2410E-004,1602.125760,1.2600E-004,1602.125760,8.1410E-005,1602.125760,4.6260E-005,1602.125760,2.7527E000
1602.142240,2.2550E-004,1602.142240,1.2710E-004,1602.142240,8.2170E-005,1602.142240,4.6480E-005,1602.142240,2.7443E000
1602.158720,2.2690E-004,1602.158720,1.2750E-004,1602.158720,8.2730E-005,1602.158720,4.6750E-005,1602.158720,2.7427E000
1602.175200,2.2710E-004,1602.175200,1.2740E-004,1602.175200,8.2830E-005,1602.175200,4.6810E-005,1602.175200,2.7418E000
1602.191680,2.2610E-004,1602.191680,1.2690E-004,1602.191680,8.2260E-005,1602.191680,4.6690E-005,1602.191680,2.7486E000
1602.208160,2.2410E-004,1602.208160,1.2630E-004,1602.208160,8.1970E-005,1602.208160,4.6210E-005,1602.208160,2.7339E000
1602.224640,2.2260E-004,1602.224640,1.2540E-004,1602.224640,8.0960E-005,1602.224640,4.5820E-005,1602.224640,2.7495E000
1602.241120,2.2100E-004,1602.241120,1.2450E-004,1602.241120,8.0650E-005,1602.241120,4.5580E-005,1602.241120,2.7402E000
1602.257600,2.2010E-004,1602.257600,1.2400E-004,1602.257600,8.0240E-005,1602.257600,4.5250E-005,1602.257600,2.7430E000
1602.274080,2.1990E-004,1602.274080,1.2370E-004,1602.274080,7.9870E-005,1602.274080,4.5230E-005,1602.274080,2.7532E000
1602.290560,2.2040E-004,1602.290560,1.2420E-004,1602.290560,8.0160E-005,1602.290560,4.5210E-005,1602.290560,2.7495E000
1602.307040,2.2200E-004,1602.307040,1.2460E-004,1602.307040,8.0610E-005,1602.307040,4.5390E-005,1602.307040,2.7540E000
1602.323520,2.2340E-004,1602.323520,1.2560E-004,1602.323520,8.1150E-005,1602.323520,4.5600E-005,1602.323520,2.7529E000
1602.340000,2.2410E-004,1602.340000,1.2620E-004,1602.340000,8.1660E-005,1602.340000,4.5880E-005,1602.340000,2.7443E000
1602.356480,2.2490E-004,1602.356480,1.2670E-004,1602.356480,8.1970E-005,1602.356480,4.5990E-005,1602.356480,2.7437E000
1602.372960,2.2490E-004,1602.372960,1.2640E-004,1602.372960,8.2050E-005,1602.372960,4.5910E-005,1602.372960,2.7410E000
1602.389440,2.2470E-004,1602.389440,1.2630E-004,1602.389440,8.2010E-005,1602.389440,4.5910E-005,1602.389440,2.7399E000
1602.405920,2.2300E-004,1602.405920,1.2600E-004,1602.405920,8.1620E-005,1602.405920,4.5540E-005,1602.405920,2.7322E000
1602.422400,2.2240E-004,1602.422400,1.2470E-004,1602.422400,8.1000E-005,1602.422400,4.5270E-005,1602.422400,2.7457E000
1602.438880,2.2100E-004,1602.438880,1.2420E-004,1602.438880,8.0570E-005,1602.438880,4.4920E-005,1602.438880,2.7430E000
1602.455360,2.1970E-004,1602.455360,1.2330E-004,1602.455360,8.0070E-005,1602.455360,4.4720E-005,1602.455360,2.7438E000
1602.471840,2.1950E-004,1602.471840,1.2310E-004,1602.471840,7.9990E-005,1602.471840,4.4630E-005,1602.471840,2.7441E000
1602.488320,2.1970E-004,1602.488320,1.2330E-004,1602.488320,7.9950E-005,1602.488320,4.4530E-005,1602.488320,2.7480E000
1602.504800,2.2120E-004,1602.504800,1.2390E-004,1602.504800,8.0340E-005,1602.504800,4.4550E-005,1602.504800,2.7533E000
1602.521280,2.2260E-004,1602.521280,1.2470E-004,1602.521280,8.0770E-005,1602.521280,4.5020E-005,1602.521280,2.7560E000
1602.537760,2.2450E-004,1602.537760,1.2570E-004,1602.537760,8.1430E-005,1602.537760,4.5170E-005,1602.537760,2.7570E000
1602.554240,2.2530E-004,1602.554240,1.2660E-004,1602.554240,8.1840E-005,1602.554240,4.5420E-005,1602.554240,2.7529E000
1602.570720,2.2550E-004,1602.570720,1.2660E-004,1602.570720,8.2030E-005,1602.570720,4.5640E-005,1602.570720,2.7490E000
1602.587200,2.2490E-004,1602.587200,1.2640E-004,1602.587200,8.1900E-005,1602.587200,4.5680E-005,1602.587200,2.7460E000
1602.603680,2.2450E-004,1602.603680,1.2600E-004,1602.603680,8.1620E-005,1602.603680,4.5210E-005,1602.603680,2.7506E000
1602.620160,2.2280E-004,1602.620160,1.2550E-004,1602.620160,8.1100E-005,1602.620160,4.5110E-005,1602.620160,2.7472E000
1602.636640,2.2080E-004,1602.636640,1.2430E-004,1602.636640,8.0380E-005,1602.636640,4.4740E-005,1602.636640,2.7470E000
1602.653120,2.1930E-004,1602.653120,1.2350E-004,1602.653120,8.0030E-005,1602.653120,4.4490E-005,1602.653120,2.7402E000
1602.669600,2.1870E-004,1602.669600,1.2270E-004,1602.669600,7.9910E-005,1602.669600,4.4040E-005,1602.669600,2.7368E000
1602.686080,2.1870E-004,1602.686080,1.2270E-004,1602.686080,7.9600E-005,1602.686080,4.4040E-005,1602.686080,2.7475E000
1602.702560,2.1950E-004,1602.702560,1.2310E-004,1602.702560,7.9800E-005,1602.702560,4.4020E-005,1602.702560,2.7506E000
1602.719040,2.2140E-004,1602.719040,1.2390E-004,1602.719040,8.0570E-005,1602.719040,4.4240E-005,1602.719040,2.7479E000
1602.735520,2.2320E-004,1602.735520,1.2490E-004,1602.735520,8.0960E-005,1602.735520,4.4720E-005,1602.735520,2.7569E000
1602.752000,2.2470E-004,1602.752000,1.2580E-004,1602.752000,8.1620E-005,1602.752000,4.4920E-005,1602.752000,2.7530E000
1602.768480,2.2470E-004,1602.768480,1.2650E-004,1602.768480,8.1920E-005,1602.768480,4.4920E-005,1602.768480,2.7429E000
1602.784960,2.2530E-004,1602.784960,1.2650E-004,1602.784960,8.2150E-005,1602.784960,4.5110E-005,1602.784960,2.7425E000
1602.801440,2.2450E-004,1602.801440,1.2600E-004,1602.801440,8.1860E-005,1602.801440,4.5040E-005,1602.801440,2.7425E000
1602.817920,2.2320E-004,1602.817920,1.2530E-004,1602.817920,8.1410E-005,1602.817920,4.4630E-005,1602.817920,2.7417E000
1602.834400,2.2120E-004,1602.834400,1.2440E-004,1602.834400,8.0480E-005,1602.834400,4.4370E-005,1602.834400,2.7485E000
1602.850880,2.1950E-004,1602.850880,1.2330E-004,1602.850880,7.9780E-005,1602.850880,4.3950E-005,1602.850880,2.7513E000
1602.867360,2.1890E-004,1602.867360,1.2290E-004,1602.867360,7.9470E-005,1602.867360,4.3850E-005,1602.867360,2.7545E000
1602.883840,2.1930E-004,1602.883840,1.2290E-004,1602.883840,7.9390E-005,1602.883840,4.3790E-005,1602.883840,2.7623E000
1602.900320,2.2020E-004,1602.900320,1.2340E-004,1602.900320,7.9760E-005,1602.900320,4.3750E-005,1602.900320,2.7608E000
1602.916800,2.2140E-004,1602.916800,1.2370E-004,1602.916800,8.0310E-005,1602.916800,4.4000E-005,1602.916800,2.7568E000
1602.933280,2.2330E-004,1602.933280,1.2510E-004,1602.933280,8.0770E-005,1602.933280,4.4350E-005,1602.933280,2.7646E000
1602.949760,2.2430E-004,1602.949760,1.2550E-004,1602.949760,8.1590E-005,1602.949760,4.4530E-005,1602.949760,2.7491E000
1602.966240,2.2510E-004,1602.966240,1.2600E-004,1602.966240,8.1720E-005,1602.966240,4.4570E-005,1602.966240,2.7545E000
1602.982720,2.2490E-004,1602.982720,1.2610E-004,1602.982720,8.2000E-005,1602.982720,4.4700E-005,1602.982720,2.7427E000
1602.999200,2.2410E-004,1602.999200,1.2560E-004,1602.999200,8.1610E-005,1602.999200,4.4530E-005,1602.999200,2.7460E000
1603.015680,2.2180E-004,1603.015680,1.2480E-004,1603.015680,8.1010E-005,1603.015680,4.4180E-005,1603.015680,2.7379E000
1603.032160,2.1980E-004,1603.032160,1.2330E-004,1603.032160,8.0210E-005,1603.032160,4.3580E-005,1603.032160,2.7403E000
1603.048640,2.1790E-004,1603.048640,1.2250E-004,1603.048640,7.9510E-005,1603.048640,4.3300E-005,1603.048640,2.7405E000
1603.065120,2.1770E-004,1603.065120,1.2180E-004,1603.065120,7.9200E-005,1603.065120,4.3070E-005,1603.065120,2.7487E000
1603.081600,2.1790E-004,1603.081600,1.2190E-004,1603.081600,7.9060E-005,1603.081600,4.3110E-005,1603.081600,2.7561E000
1603.098080,2.1930E-004,1603.098080,1.2260E-004,1603.098080,7.9470E-005,1603.098080,4.3300E-005,1603.098080,2.7595E000
1603.114560,2.2120E-004,1603.114560,1.2410E-004,1603.114560,8.0360E-005,1603.114560,4.3670E-005,1603.114560,2.7526E000
1603.131040,2.2410E-004,1603.131040,1.2530E-004,1603.131040,8.1040E-005,1603.131040,4.4180E-005,1603.131040,2.7653E000
1603.147520,2.2530E-004,1603.147520,1.2630E-004,1603.147520,8.1880E-005,1603.147520,4.4390E-005,1603.147520,2.7516E000
1603.164000,2.2630E-004,1603.164000,1.2680E-004,1603.164000,8.2230E-005,1603.164000,4.4570E-005,1603.164000,2.7520E000
1603.180480,2.2610E-004,1603.180480,1.2710E-004,1603.180480,8.2070E-005,1603.180480,4.4740E-005,1603.180480,2.7550E000
1603.196960,2.2450E-004,1603.196960,1.2600E-004,1603.196960,8.1900E-005,1603.196960,4.4550E-005,1603.196960,2.7411E000
1603.213440,2.2220E-004,1603.213440,1.2460E-004,1603.213440,8.0910E-005,1603.213440,4.3910E-005,1603.213440,2.7463E000
1603.229920,2.1850E-004,1603.229920,1.2260E-004,1603.229920,7.9550E-005,1603.229920,4.3340E-005,1603.229920,2.7467E000
1603.246400,2.1600E-004,1603.246400,1.2110E-004,1603.246400,7.8580E-005,1603.246400,4.2660E-005,1603.246400,2.7488E000
1603.262880,2.1480E-004,1603.262880,1.2020E-004,1603.262880,7.8280E-005,1603.262880,4.2250E-005,1603.262880,2.7440E000
1603.279360,2.1500E-004,1603.279360,1.2020E-004,1603.279360,7.8090E-005,1603.279360,4.2100E-005,1603.279360,2.7532E000
1603.295840,2.1650E-004,1603.295840,1.2090E-004,1603.295840,7.8420E-005,1603.295840,4.2490E-005,1603.295840,2.7608E000
1603.312320,2.1890E-004,1603.312320,1.2200E-004,1603.312320,7.9390E-005,1603.312320,4.2840E-005,1603.312320,2.7573E000
1603.328800,2.2220E-004,1603.328800,1.2410E-004,1603.328800,8.0360E-005,1603.328800,4.3420E-005,1603.328800,2.7651E000
1603.345280,2.2430E-004,1603.345280,1.2550E-004,1603.345280,8.1120E-005,1603.345280,4.3750E-005,1603.345280,2.7650E000
1603.361760,2.2630E-004,1603.361760,1.2620E-004,1603.361760,8.1900E-005,1603.361760,4.4390E-005,1603.361760,2.7631E000
1603.378240,2.2590E-004,1603.378240,1.2650E-004,1603.378240,8.2110E-005,1603.378240,4.4310E-005,1603.378240,2.7512E000
1603.394720,2.2550E-004,1603.394720,1.2610E-004,1603.394720,8.1510E-005,1603.394720,4.4260E-005,1603.394720,2.7665E000
1603.411200,2.2260E-004,1603.411200,1.2490E-004,1603.411200,8.0770E-005,1603.411200,4.3670E-005,1603.411200,2.7560E000
1603.427680,2.1960E-004,1603.427680,1.2320E-004,1603.427680,7.9860E-005,1603.427680,4.3070E-005,1603.427680,2.7498E000
1603.444160,2.1650E-004,1603.444160,1.2140E-004,1603.444160,7.8640E-005,1603.444160,4.2680E-005,1603.444160,2.7531E000
1603.460640,2.1520E-004,1603.460640,1.2080E-004,1603.460640,7.8060E-005,1603.460640,4.2160E-005,1603.460640,2.7569E000
1603.477120,2.1420E-004,1603.477120,1.1990E-004,1603.477120,7.7590E-005,1603.477120,4.1870E-005,1603.477120,2.7607E000
1603.493600,2.1520E-004,1603.493600,1.2010E-004,1603.493600,7.7860E-005,1603.493600,4.1920E-005,1603.493600,2.7639E000
1603.510080,2.1690E-004,1603.510080,1.2130E-004,1603.510080,7.8310E-005,1603.510080,4.2250E-005,1603.510080,2.7698E000
1603.526560,2.1960E-004,1603.526560,1.2260E-004,1603.526560,7.9050E-005,1603.526560,4.2580E-005,1603.526560,2.7780E000
1603.543040,2.2200E-004,1603.543040,1.2380E-004,1603.543040,8.0330E-005,1603.543040,4.3130E-005,1603.543040,2.7636E000
1603.559520,2.2390E-004,1603.559520,1.2550E-004,1603.559520,8.1110E-005,1603.559520,4.3670E-005,1603.559520,2.7604E000
1603.576000,2.2470E-004,1603.576000,1.2550E-004,1603.576000,8.1280E-005,1603.576000,4.3710E-005,1603.576000,2.7645E000
1603.592480,2.2370E-004,1603.592480,1.2530E-004,1603.592480,8.1110E-005,1603.592480,4.3670E-005,1603.592480,2.7580E000
1603.608960,2.2160E-004,1603.608960,1.2400E-004,1603.608960,8.0250E-005,1603.608960,4.3260E-005,1603.608960,2.7614E000
1603.625440,2.1930E-004,1603.625440,1.2270E-004,1603.625440,7.9320E-005,1603.625440,4.2800E-005,1603.625440,2.7648E000
1603.641920,2.1670E-004,1603.641920,1.2170E-004,1603.641920,7.8740E-005,1603.641920,4.2310E-005,1603.641920,2.7521E000
1603.658400,2.1500E-004,1603.658400,1.2030E-004,1603.658400,7.7880E-005,1603.658400,4.1870E-005,1603.658400,2.7607E000
1603.674880,2.1460E-004,1603.674880,1.1970E-004,1603.674880,7.7530E-005,1603.674880,4.1670E-005,1603.674880,2.7680E000
